ID,档位,类型,主题,需明确同意,来源,题目
d106,轻松,大冒险,历史题库,否,v8,在十秒内说出五种带颜色的东西。
d107,轻松,大冒险,历史题库,否,v8,即兴表演十五秒无声电影。
d108,轻松,大冒险,历史题库,否,v8,随机夸奖三位玩家，每人一句且不能重复。
d109,轻松,大冒险,历史题库,否,v8,唱一小段你最熟悉的歌曲。
d110,轻松,大冒险,历史题库,否,v8,用左手在空中写出自己的名字。
d111,轻松,大冒险,历史题库,否,v8,模仿一个常见职业，让大家猜。
d112,轻松,大冒险,历史题库,否,v8,一分钟内避免说“我”字。
d113,轻松,大冒险,历史题库,否,v8,表演一个慢动作起床过程。
d114,轻松,大冒险,历史题库,否,v8,用五个表情完成一段小剧情。
d115,轻松,大冒险,历史题库,否,v8,把身边一件普通物品介绍成奢侈品。
d116,轻松,大冒险,历史题库,否,v8,说一个冷笑话；没人笑也算完成。
d117,轻松,大冒险,历史题库,否,v8,模仿现场一位玩家的标志性动作，保持友善。
d118,轻松,大冒险,历史题库,否,v8,用广告配音方式推荐今晚的聚会。
v9-d1-0233,轻松,大冒险,友好互动,是,v9-expansion,邀请左边一位玩家和你完成一个同步击掌动作。
v9-d1-0234,轻松,大冒险,语言小游戏,否,v9-expansion,在十秒内说出三种能让房间变整洁的东西。
v9-d1-0235,轻松,大冒险,表演模仿,否,v9-expansion,把“今晚大家都要开心”用新闻主播风格说一遍。
v9-d1-0236,轻松,大冒险,创意表达,否,v9-expansion,用三个词把一双拖鞋夸成全场最佳。
v9-d1-0237,轻松,大冒险,动作挑战,否,v9-expansion,闭眼三秒后，摆出一个代表偷偷摸摸的姿势。
v9-d1-0238,轻松,大冒险,友好互动,是,v9-expansion,给右边一位玩家一个具体、不重复的夸奖。
v9-d1-0239,轻松,大冒险,语言小游戏,否,v9-expansion,用一句没有“我”字的话表达可以送人的东西。
v9-d1-0240,轻松,大冒险,表演模仿,否,v9-expansion,模仿美食博主刚刚发现一件惊喜时的反应。
v9-d1-0241,轻松,大冒险,创意表达,否,v9-expansion,为一包纸巾设计一句不超过十二字的广告语。
v9-d1-0242,轻松,大冒险,动作挑战,否,v9-expansion,闭眼三秒后，摆出一个代表模特定格的姿势。
v9-d1-0243,轻松,大冒险,友好互动,是,v9-expansion,给左边一位玩家一个具体、不重复的夸奖。
v9-d1-0244,轻松,大冒险,语言小游戏,否,v9-expansion,连续说三遍“会发出声音的东西”，每遍换一种情绪。
v9-d1-0245,轻松,大冒险,表演模仿,否,v9-expansion,把“今晚大家都要开心”用纪录片旁白风格说一遍。
v9-d1-0246,轻松,大冒险,创意表达,否,v9-expansion,给一双拖鞋取一个夸张但好记的新名字。
v9-d1-0247,轻松,大冒险,动作挑战,否,v9-expansion,保持认真思考姿势五秒，并说出一种喜欢的食物。
v9-d1-0248,轻松,大冒险,友好互动,是,v9-expansion,选由大家指定的一位玩家，为对方设计一个友好称号。
v9-d1-0249,轻松,大冒险,语言小游戏,否,v9-expansion,在十秒内说出三种适合旅行的物品。
v9-d1-0250,轻松,大冒险,表演模仿,否,v9-expansion,模仿客服人员刚刚发现一件惊喜时的反应。
v9-d1-0251,轻松,大冒险,创意表达,否,v9-expansion,给你的手机壳取一个夸张但好记的新名字。
v9-d1-0252,轻松,大冒险,动作挑战,否,v9-expansion,保持超级英雄姿势五秒，并说出一种喜欢的食物。
v9-d1-0253,轻松,大冒险,友好互动,是,v9-expansion,给今天最早到场的一位玩家一个具体、不重复的夸奖。
v9-d1-0254,轻松,大冒险,语言小游戏,否,v9-expansion,在十秒内说出三种需要耐心的事情。
v9-d1-0255,轻松,大冒险,表演模仿,否,v9-expansion,模仿颁奖嘉宾刚刚发现一件惊喜时的反应。
v9-d1-0256,轻松,大冒险,创意表达,否,v9-expansion,给今晚的聚会取一个夸张但好记的新名字。
v9-d1-0257,轻松,大冒险,动作挑战,否,v9-expansion,闭眼三秒后，摆出一个代表认真思考的姿势。
v9-d1-0258,轻松,大冒险,友好互动,是,v9-expansion,对左边一位玩家说一句适合写在鼓励卡上的话。
v9-d1-0259,轻松,大冒险,语言小游戏,否,v9-expansion,连续说三遍“蓝色的东西”，每遍换一种情绪。
v9-d1-0260,轻松,大冒险,表演模仿,否,v9-expansion,模仿动画角色刚刚发现一件惊喜时的反应。
v9-d1-0261,轻松,大冒险,创意表达,否,v9-expansion,用三个词把一个空纸盒夸成全场最佳。
v9-d1-0262,轻松,大冒险,动作挑战,否,v9-expansion,不用站起来，用上半身演出胜利。
v9-d1-0263,轻松,大冒险,友好互动,是,v9-expansion,邀请右边一位玩家和你完成一个同步击掌动作。
v9-d1-0264,轻松,大冒险,语言小游戏,否,v9-expansion,在十秒内说出三种适合下雨天做的事。
v9-d1-0265,轻松,大冒险,表演模仿,否,v9-expansion,把“今晚大家都要开心”用动画角色风格说一遍。
v9-d1-0266,轻松,大冒险,创意表达,否,v9-expansion,用三个词把桌上的零食夸成全场最佳。
v9-d1-0267,轻松,大冒险,动作挑战,否,v9-expansion,保持打瞌睡姿势五秒，并说出一种喜欢的食物。
v9-d1-0268,轻松,大冒险,友好互动,是,v9-expansion,选与你名字字数相同的一位玩家，为对方设计一个友好称号。
v9-d1-0269,轻松,大冒险,语言小游戏,否,v9-expansion,用一句没有“我”字的话表达会发出声音的东西。
v9-d1-0270,轻松,大冒险,表演模仿,否,v9-expansion,模仿体育解说刚刚发现一件惊喜时的反应。
v9-d1-0271,轻松,大冒险,创意表达,否,v9-expansion,用三个词把今晚的聚会夸成全场最佳。
v9-d1-0272,轻松,大冒险,动作挑战,否,v9-expansion,闭眼三秒后，摆出一个代表超级英雄的姿势。
v9-d1-0273,轻松,大冒险,友好互动,是,v9-expansion,给与你名字字数相同的一位玩家一个具体、不重复的夸奖。
v9-d1-0274,轻松,大冒险,语言小游戏,否,v9-expansion,连续说三遍“适合周末的活动”，每遍换一种情绪。
v9-d1-0275,轻松,大冒险,表演模仿,否,v9-expansion,用天气预报员的语气介绍自己十秒。
v9-d1-0276,轻松,大冒险,创意表达,否,v9-expansion,假装正在直播带货，用十秒介绍一个空纸盒。
v9-d1-0277,轻松,大冒险,动作挑战,否,v9-expansion,不用站起来，用上半身演出偷偷摸摸。
v9-d1-0278,轻松,大冒险,友好互动,是,v9-expansion,选今天最早到场的一位玩家，为对方设计一个友好称号。
v9-d1-0279,轻松,大冒险,语言小游戏,否,v9-expansion,用一句没有“我”字的话表达适合旅行的物品。
v9-d1-0280,轻松,大冒险,表演模仿,否,v9-expansion,用体育解说的语气介绍自己十秒。
v9-d1-0281,轻松,大冒险,创意表达,否,v9-expansion,给一盏灯取一个夸张但好记的新名字。
v9-d1-0282,轻松,大冒险,动作挑战,否,v9-expansion,闭眼三秒后，摆出一个代表起飞的姿势。
v9-d1-0283,轻松,大冒险,友好互动,是,v9-expansion,邀请由大家指定的一位玩家和你完成一个同步击掌动作。
v9-d1-0284,轻松,大冒险,语言小游戏,否,v9-expansion,用一句没有“我”字的话表达适合下雨天做的事。
v9-d1-0285,轻松,大冒险,表演模仿,否,v9-expansion,把“今晚大家都要开心”用幼儿园老师风格说一遍。
v9-d1-0286,轻松,大冒险,创意表达,否,v9-expansion,为一个空纸盒设计一句不超过十二字的广告语。
v9-d1-0287,轻松,大冒险,动作挑战,否,v9-expansion,闭眼三秒后，摆出一个代表开心庆祝的姿势。
v9-d1-0288,轻松,大冒险,友好互动,是,v9-expansion,邀请与你名字字数相同的一位玩家和你完成一个同步击掌动作。
v9-d1-0289,轻松,大冒险,语言小游戏,否,v9-expansion,连续说三遍“适合下雨天做的事”，每遍换一种情绪。
v9-d1-0290,轻松,大冒险,表演模仿,否,v9-expansion,用幼儿园老师的语气介绍自己十秒。
v9-d1-0291,轻松,大冒险,创意表达,否,v9-expansion,假装正在直播带货，用十秒介绍一只普通水杯。
v9-d1-0292,轻松,大冒险,动作挑战,否,v9-expansion,保持模特定格姿势五秒，并说出一种喜欢的食物。
v9-d1-0293,轻松,大冒险,友好互动,是,v9-expansion,选右边一位玩家，为对方设计一个友好称号。
v9-d1-0294,轻松,大冒险,语言小游戏,否,v9-expansion,把“适合旅行的物品”倒过来慢慢读一遍，读错也算完成。
v9-d1-0295,轻松,大冒险,表演模仿,否,v9-expansion,用动作演出动画角色，让大家在十五秒内猜。
v9-d1-0296,轻松,大冒险,创意表达,否,v9-expansion,用三个词把你的手机壳夸成全场最佳。
v9-d1-0297,轻松,大冒险,动作挑战,否,v9-expansion,在十秒内完成三个不同的惊讶动作。
v9-d1-0298,轻松,大冒险,友好互动,是,v9-expansion,给由大家指定的一位玩家一个具体、不重复的夸奖。
v9-d1-0299,轻松,大冒险,语言小游戏,否,v9-expansion,把“会发出声音的东西”倒过来慢慢读一遍，读错也算完成。
v9-d1-0300,轻松,大冒险,表演模仿,否,v9-expansion,用动作演出纪录片旁白，让大家在十五秒内猜。
v9-d1-0301,轻松,大冒险,创意表达,否,v9-expansion,给一个空纸盒取一个夸张但好记的新名字。
v9-d1-0302,轻松,大冒险,动作挑战,否,v9-expansion,在十秒内完成三个不同的打瞌睡动作。
v9-d1-0303,轻松,大冒险,友好互动,是,v9-expansion,邀请今天最早到场的一位玩家和你完成一个同步击掌动作。
v9-d1-0304,轻松,大冒险,语言小游戏,否,v9-expansion,把“圆形的东西”倒过来慢慢读一遍，读错也算完成。
v9-d1-0305,轻松,大冒险,表演模仿,否,v9-expansion,用动作演出幼儿园老师，让大家在十五秒内猜。
v9-d1-0306,轻松,大冒险,创意表达,否,v9-expansion,为你的手机壳设计一句不超过十二字的广告语。
v9-d1-0307,轻松,大冒险,动作挑战,否,v9-expansion,不用站起来，用上半身演出超级英雄。
v9-d1-0308,轻松,大冒险,友好互动,是,v9-expansion,选左边一位玩家，为对方设计一个友好称号。
v9-d1-0309,轻松,大冒险,语言小游戏,否,v9-expansion,连续说三遍“让人开心的小事”，每遍换一种情绪。
v9-d1-0310,轻松,大冒险,表演模仿,否,v9-expansion,把“今晚大家都要开心”用颁奖嘉宾风格说一遍。
v9-d1-0311,轻松,大冒险,创意表达,否,v9-expansion,给一包纸巾取一个夸张但好记的新名字。
v9-d1-0312,轻松,大冒险,动作挑战,否,v9-expansion,保持发现宝藏姿势五秒，并说出一种喜欢的食物。
v9-d1-0313,轻松,大冒险,友好互动,是,v9-expansion,对今天最早到场的一位玩家说一句适合写在鼓励卡上的话。
v9-d1-0314,轻松,大冒险,语言小游戏,否,v9-expansion,把“适合下雨天做的事”倒过来慢慢读一遍，读错也算完成。
v9-d1-0315,轻松,大冒险,表演模仿,否,v9-expansion,用动作演出颁奖嘉宾，让大家在十五秒内猜。
v9-d1-0316,轻松,大冒险,创意表达,否,v9-expansion,为一双拖鞋设计一句不超过十二字的广告语。
v9-d1-0317,轻松,大冒险,动作挑战,否,v9-expansion,不用站起来，用上半身演出认真思考。
v9-d1-0318,轻松,大冒险,友好互动,是,v9-expansion,对与你名字字数相同的一位玩家说一句适合写在鼓励卡上的话。
v9-d1-0319,轻松,大冒险,语言小游戏,否,v9-expansion,用一句没有“我”字的话表达圆形的东西。
v9-d1-0320,轻松,大冒险,表演模仿,否,v9-expansion,用科幻电影机器人的语气介绍自己十秒。
v9-d1-0321,轻松,大冒险,创意表达,否,v9-expansion,假装正在直播带货，用十秒介绍一把椅子。
v9-d1-0322,轻松,大冒险,动作挑战,否,v9-expansion,闭眼三秒后，摆出一个代表胜利的姿势。
v9-d1-0323,轻松,大冒险,友好互动,是,v9-expansion,对由大家指定的一位玩家说一句适合写在鼓励卡上的话。
v9-d1-0324,轻松,大冒险,语言小游戏,否,v9-expansion,连续说三遍“可以送人的东西”，每遍换一种情绪。
v9-d1-0325,轻松,大冒险,表演模仿,否,v9-expansion,模仿导游刚刚发现一件惊喜时的反应。
v9-d1-0326,轻松,大冒险,创意表达,否,v9-expansion,为一盏灯设计一句不超过十二字的广告语。
v9-d1-0327,轻松,大冒险,动作挑战,否,v9-expansion,保持起飞姿势五秒，并说出一种喜欢的食物。
v9-d1-0328,轻松,大冒险,友好互动,是,v9-expansion,对右边一位玩家说一句适合写在鼓励卡上的话。
v9-d1-0329,轻松,大冒险,语言小游戏,否,v9-expansion,用一句没有“我”字的话表达让人开心的小事。
v9-d1-0330,轻松,大冒险,表演模仿,否,v9-expansion,把“今晚大家都要开心”用魔术师风格说一遍。
v9-d1-0331,轻松,大冒险,创意表达,否,v9-expansion,为一把椅子设计一句不超过十二字的广告语。
v9-d1-0332,轻松,大冒险,动作挑战,否,v9-expansion,闭眼三秒后，摆出一个代表惊讶的姿势。
v9-d1-0333,轻松,大冒险,语言小游戏,否,v9-expansion,连续说三遍“适合旅行的物品”，每遍换一种情绪。
v9-d1-0334,轻松,大冒险,表演模仿,否,v9-expansion,用动画角色的语气介绍自己十秒。
v9-d1-0335,轻松,大冒险,创意表达,否,v9-expansion,给一只普通水杯取一个夸张但好记的新名字。
v9-d1-0336,轻松,大冒险,动作挑战,否,v9-expansion,保持开心庆祝姿势五秒，并说出一种喜欢的食物。
v9-d1-0337,轻松,大冒险,语言小游戏,否,v9-expansion,用一句没有“我”字的话表达需要耐心的事情。
v9-d1-0338,轻松,大冒险,表演模仿,否,v9-expansion,用动作演出新闻主播，让大家在十五秒内猜。
